web-scraper-order,web-scraper-start-url,review,bubble_rating
1668957315-230,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Congested. Late checkin due to too long que at registration. Congested also during breakfast and not many choice also. Pool is full of people and the area become messy. Hope can improve in the future.,ui_bubble_rating bubble_10
1668957315-231,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,It was a good stay with wonderful service from Shangri-la. I would like to specially dedicate for ms.jenaga dear who really helped me with the check in because there were some problem with my booking. She made it very pleasant and helpful and kind towards me and my family. Another mention for Mr Fernández who explained well about my booking and my check in process. Thanks to Shangri-la for making a memorable birthday stay for us as a family. Very well trained and kind staff you guys have 👏🏼 good job.,ui_bubble_rating bubble_50
1668957315-232,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,The Garden Cafe served variety of food.. service serve by their waiter & waitress are the best. Good hospitality.. many thanks to Madihah Dzul & all chef. Hopefully we can get more food choices in Ramadhan Buffet,ui_bubble_rating bubble_50
1668957315-233,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Selection of food was good. The staff all were very friendly. Most of the guest wearing mask and follow SOP. Mr Vijay was very friendly and helpful during breakfast, not only for us but for everyone. Thank you Mr.Vijay. Continue your good job.",ui_bubble_rating bubble_50
1668957315-234,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"This is our third time choosing Golden sands resort Shangri la as our place of stay in ferringhi..we usually stay for 3 nights and this time the same too.. beautiful view from our room with awesome facilities, kid friendly and top notch hotel staffs.. breakfast is splendid with a wide variety of selection. The breakfast manager and his team always do a good job at handling guest well. Overall no complaints, only compliments for the resort!",ui_bubble_rating bubble_50
1668957315-235,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,The hotel is really comfortable and good place to spend time with kids with water activity. Very nearby fast food and local food. Hotel serve buffet breakfast which most of the hotel don't due to MCO. However the beach was poorly maintain if its under hotel management.,ui_bubble_rating bubble_40
1668957315-236,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"First time staying under the brand of Shangri-La..I would say they really keep up to their reputation..the rooms were clean and cosy..we went with our family and babies and they were so accommodative ..the cleanliness of the room and bathroom was up to their standard as well..I would like to mention regarding the staffs in this resort especially those in the reception and garden cafe, they were super friendly and efficient..the pool area and the beach area was good as well..they have safeguards everywhere..overall I would say I had a wonderful experience staying here and would love to come again and highly recommend to those with babies and children..👍👌😎",ui_bubble_rating bubble_50
1668957315-237,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"1- No welcome fruits only serve 1 glass of orange juice or lime juice and need to drink standing while check in. The process a bit slow the front staff keep asking the question about type of rooms about address. which i already stated what type of room i want during my booking via phone.
2- limited parking space and the security guard not helpful at all
3- Breakfast food not so delicious 
4- Too many kids at the pool during covid19 time and so noisy
5- if you don't like noise better don't come",ui_bubble_rating bubble_10
1668957315-238,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,It was a family trip. Enjoyed the stay and staffs were helpful and friendly. Have stayed here many times over the years. Well maintained hotel. Value for money services. Nice cozy environment. Spacious land and nice beaches. Will come again.,ui_bubble_rating bubble_50
1668957315-239,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"I went there for a buffet dinner with my family and friends. We booked under eat-all-you-can Penang Specialities buffet dinner due to their attractive promotions (buy 1 free 1). Guess what? It was not up to standard.

Staffs were amazing and service was top notch. However the food was terrible and honestly one of worst hotel food I’ve ever tasted.

Savoury and main courses were salty to the point where we couldn’t bare to have second bite. Desserts were too sweet. None of the food served were well-balanced and tasty.

This is our first time having buffet here and we think this might be the last too!",ui_bubble_rating bubble_20
1668957315-240,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Got several type of pool for kids and adult. Have access to the beach. Nice view if you take seaside view room. I got the middle one, the best view. Parking i little bit crowded during peak time & a little bit far away from the entrance. However they have buggy.",ui_bubble_rating bubble_50
1668957315-241,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"The children pool is the best. Kids definitely love it. There's lifeguard as well. 

We also had char kuew teow & fried chicken by the pool, it was tasty. 

The beach is just a walk away, which is a plus point.",ui_bubble_rating bubble_50
1668957315-242,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,I took the deluxe room facing pool... upon checking in floor is dusty and bed as well... Next the bed frame dust is as thick as a layer cake. I have a picture but cant upload as tripadvisor only allow 5mb pic. I won't rate it 5star but only 3 star... room is really not well maintained.,ui_bubble_rating bubble_30
1668957315-243,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"perfect resort for families. great pools, nice private beach. breakfast is just up to the expectation for a 5 star hotel. they even give a complimentary bed for my kid for free! for sure, we will come to this place again in the future.",ui_bubble_rating bubble_50
1668957315-244,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"The hotel is recommended for families, really convenient for kids (pools are very fun)
The staf is very kind and helpful, there are plenty of space to relax while having a massage and enjoying the beach.

The beach is not so good, but similar everywhere in Penang.
Breakfast buffet good.",ui_bubble_rating bubble_30
1668957315-245,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"It was a last minute plan when my family and i decided for a vacation. There were lots of places we wanted to go but in view of the pandemic, we could not go any further. Golden Sands Resort was finally our choice. And my birthday can never be any better 😊",ui_bubble_rating bubble_50
1668957315-246,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Checked in for 4 nights in the Suite.

Pros 
- check in was fast despite the crowd as we checked invia the golden circle lounge
- parking attendants and buggy drivers were fantastic. super friendly. Reid, who drove me to my car was especially cheery, friendly and kind!
- Layout of the suite was a bit strange (feels like two separate rooms connected together, but overall was a big enough space
- LOVE that there's two separate toilets (1 with bathtub, 1 with shower), so the kids could playi n the bathtub while parents could shower without having to wait
- FOUR SINKS in the room. more than enough to wash clothes, baby bottles, brush teeth and what nots
- Super king bed was very spacious
- Balcony space was nice and big
- the pool was VERY WELL maintained. waters were very clean (can see all the way from one end to the other when underwater = well  chlorinated and no algae build up of anykind) 
- slides were very fun (adults allowed too!) 
- beach was easy to access and the sand was nice for the children to play
- breakfast buffet was handled professionally despite the large crowds. Vijay and his team managed things so well that it didn't feel like it was a packed house
- airconditioning was so well maintained that eventhough we switched off the aircond all night, it was still cold (coming from the airconditioned hallways)
- food courts, grab food, grocery stores, macdonalds, a tailor, was all right in front of the hotel making this hotel super convenient for any needs you may have

Cons
- rooms are a little dated, the cupboards a little worn etc
- the switches for lights etc were all over in various nook and crannies, we had to search for each switch . not a big issue ofc
- food variety of breakfast buffet remained largely the same for the 4 days we were there, but overall tasty

Overall we loved the stay and will be back - next time maybe trying out their themed suites!",ui_bubble_rating bubble_40
1668957315-247,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Took 45-60 mins to check in..long queue and after check in have to wait another 30 mins to be call to be ready..

Quite shock and never face this kind of experiences before.

Please please the staff all nice and verg friendly except the queue took vey long

I can ser many of the guest already complaining",ui_bubble_rating bubble_30
1668957315-248,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"The hotel does not live up to its 5 star status! The rooms are old and needs refurbishment. The food has very bad quality for a 5 star hotel and it's over priced! Being a 5 star hotel you serve only gardenia bread as your choice and you ask 'brown bread? White bread? Or french toast?' Its gardenia bread! 
Hotel still uses old fashioned hair dryers..  bathrooms are old and shabby looking. You have bathtub with a glass as a shield from splashing water all over. Firstly, it is dangerous if given an elderly person or a small kid coming down from the high bathtub and accidentally slips and hits the glass. What damage will it bring? The 

Overall, I will never return again with my family. For the price we pay, I think we can get better quality elsewhere.",ui_bubble_rating bubble_10
1668957315-249,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"we stayed 5 days (family with 3 teens) and the place was really good.
Staff are gentle, smiling and efficient.
We definitely recommend this hotel and SIGI'S is the place to be for Breakfast and Cocktails in front the sea.

PS : many kids all around the resort so for young couple, maybe try Rasa Resort next to Golden Sands.",ui_bubble_rating bubble_50
1668957315-250,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Had a great stay at this hotel.  Check-in was quick despite the holiday crowd. The parking system could be improved since it is quite a distance away but buggy service is available. The room that we had was clean and well prepared. The staff even emailed us to confirm number of pax before our arrival and the roll-in bed was prepared. Bedding for roll-in bed is considered clean and comfortable. The remote control for the TV is also clean since it is wrapped in plastic. Breakfast is mediocre but the queue doesn't take too long either. The pool is nice for kids and there is beach access from the hotel.  During this stay, we left behind something in the room which was only realized one day after the travel. Called them up and they immediately found it and sent it over via postage, all wrapped in bubble wrap for protection. Thank you so much to Nurul Shuhada and the honest housekeeper who was so professional and ethical in their work. We appreciate this so much.  Staff on the ground is friendly as well. Overall, would recommend this hotel to those looking for a nice beach holiday.",ui_bubble_rating bubble_50
1668957315-251,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Hotel was crowded, pool smells like pee. Pool was over crowded, SOP not controlled. Breakfast need to be improved. Tak sedap lnsg. Only went for breakfast on my first day eventho I paid for 2 days. Beach was dirty, cat poop everywhere, be careful. Lizard dung on the sofa in my room. Room was flooded when we came in, got leaking. Not coming ever again, not recommended. You may contact me for proof of what I complained.",ui_bubble_rating bubble_20
1668957315-252,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Resort team handle crowded guest very well during peak season with COVID SOP. Every department working hard to assist hotel’s guest. I would suggest for them to implement pre order room breakfast to mitigate congestion at restaurant.,ui_bubble_rating bubble_50
1668957315-253,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Special shout out to Ni Ni (one of the restaurant's staff) who were really great. Thank You for your kind assistance. Would really recommend all of you to have your vacation here. it was really nice and all the staff are really helpful. Congrats golden sands !,ui_bubble_rating bubble_50
1668957315-254,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"The best time with my family. We got the upper floor rooms at centre with a picturesque view of the seaside & pool.
Again book for 3 rooms. All satisfied. 1 of the room need to change due to water leakage. The staff changed to another rooms plus additional free breakfast. 
Due to Covid situation, all must adhere to the SOP. 
Breakfast vice: Normal & simple and Ok
Rooms: Great (request for seaview/upgrade)
Pool: One of the best pools for Kids & Adult
Adventure zone : Fine
Book with Local resident promo at that time got early check in & late check out.
- Do enjoy the extra time.",ui_bubble_rating bubble_40
1668957315-255,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Overall is very nice except during check out i need to pay extra 100myr for food we order through room service. Suppose the f&b credit should be included for the food we ordered but receptionist mentioned the credit only for food at the bar. Don’t see any difference there only marketing promotion tricks,ui_bubble_rating bubble_30
1668957315-256,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Room were not properly prepared when we checked in, no towels and toileteries were provided, we have to call and request for it to be given. And only a bottle of water were provided despite that we have stated that the room will be occupied with 3 adults and 1 children. Floors were also sandy and needed to clean another time when we checked in.

We ordered inroom dining on the first day of stay, the dessert panna cotta were too sweet to be eaten, i have called up and complained to your in room dining officer but the only reply i got was that he will convey that to the chef. Subsequently there were no feedback. I even left a feedback on your Voice page, but no follow up calls were given.

There are also incidence where the pool was out of towels when we went for swimming with my kid, resulting in us running back to the room cold and wet. I think this is really bad.

Breakfast were decent but below our expectation for a hotel with a nightly rate of 700 ringgit. There were minimal changes to the morning. We stayed for 3 nights and there were practically the same menu. Food it not fantastic and the ingredients used were quite low in quality. Just to quote a few low quality ingredients are the yogurts and milk etc.

Being a shangrila property, i think there is still alot to buck up. I have stayed at few shangrilas properties domestically and the hospitality provided were superb. Theres nothing to be complained about. Golden sands is probably the worst managed shangrila property i have stayed in. If golden sands could not be managed like your other shangrila property, please refrain from using the brand.

I would not be staying in this property again after my current stay.",ui_bubble_rating bubble_20
1668957315-257,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Hotel location is good near to amenities. The hotel seriously need to be refurbished. The breakfast was OK, not many choices, mostly local food like nasi lemak, roti canai, dim sum and  noodles.
Room service was very slow. Same goes with housekeeping. Service quality need to be improved. Hotel only has two safety measures which is scanning and screening temperature not as what it is stated in the website. Rooms are not sealed after cleaning so not sure if it was sanitized or not.",ui_bubble_rating bubble_30
1668957315-258,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Waiting period to get a room was too long due to shortage of staffs and the restaurant & bar closed by 10pm on a Sunday.
Cleanliness was generally good and most of the staffs were friendly and helpful.",ui_bubble_rating bubble_30
1668957315-259,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"GSR was one of our favourite hotels in Penang, we never failed to return. This time was a bit disappointing. We called up the hotel as we will be late checking in around 9.30pm, making sure that the room will be ready for us later when we check in, to our dismay, the extra bed wasn't in the room, floor mat wasn't provided. It took a while for the housekeeping to send in. For all our previous visits, we were given welcome fruit basket but this time there wasn't. Not very welcoming to a loyal returning customer. 

Buffet breakfast, there's a variety but not as good as before, the food standard somehow dropped.",ui_bubble_rating bubble_30
1668957315-260,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"It was a pleasant stay and I keep telling myself, I would love to come back and stay in this hotel again.

My arrival was not as warm and welcoming as other reception counter but other than that the staffs are incredibly charming. Please extend my credits to Sashi the maintenance guy who fixed my light bulb and Nurul the duty manager whose hospitality are beyond gratifying. Terima kasih Nurul kerana memudahkan urusan saya, semoga Allah juga memudahkan semua urusan you.",ui_bubble_rating bubble_50
1668957315-261,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,I was privileged to be served by Mr.Ahmad Rafiq. Only later did I find out he was the Assistant F & B Director. He ensured my stay was  perfect. He helped me in many small ways. This personal touch is what makes a guest very comfortable and eager to return to the hotel. Well done !,ui_bubble_rating bubble_50
1668957315-262,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"I dont have high expectation to be honest since i have stayed at the sister resort next door, Shangri La Rasa Sayang hence somewhat lowered my expectation considering the price between the 2 resort. Surprisingly they are just as good in fact even better on certain aspect. We stayed at the Executive Seaview Room which is located at highest floor at Level 7 and the view is simply refreshing. Parking is a bit of a walk from the lobby but there is buggy services you can use but not at all times. I dont mind coming here again since i believe it offers value for money when compared to the sister resort next door.",ui_bubble_rating bubble_50
1668957315-263,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Comfortable bed but pillow was too soft. 
Housekeeping was sometimes late but they did a good job tho. 

Breakfast was nice. We got bored with the spread on our last day hehe (3 nights)

Parking was absurd. Its far from the main lobby. Hard to get buggy service. Long walk. No shades makes it impossible to walk in the rain.",ui_bubble_rating bubble_40
1668957315-264,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"My family and I really have a good experience here. This trip really meet my expectations to have some rest and at the same time gave my kids a blast treat after a long MCO. Definitely, we will come again.",ui_bubble_rating bubble_50
1668957315-265,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Very good services ,friendly staff 
Good facilities and very satisfying  room price affordable..we very enjoyed thanks you Golden Sands for tip top experience and services..hope to see you after CMO InsyaAllah",ui_bubble_rating bubble_50
1668957315-266,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,i brought my son to play at kidzone just to be told by staffthat i required to pay RM28 for 2 hour play at the said facilities. it absurd as i thought and read in description that it absolutely free for hotel guest except for few event organized for kid. this upset me a lot. many hotel got kid pool but not many got kid playground. one of the reason i choose this hotel is because of this but unfortunately i basically nedd to pay to let my kid play in there. shame. really shame. im disappointed.,ui_bubble_rating bubble_40
1668957315-267,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,A relaxing weekend with family but resort on weekend is quite packed. hence the 5 stars why people keep coming back :) buffet dinner can be better but since its a buy 1 free 1 then quite affordable. will return if got promotion.,ui_bubble_rating bubble_50
1668957315-268,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Shangri-la surely maintain its high quality standards even in this pandemic situation. Room cleanliness and staff friendliness is at top quality. Facilities are well maintained. Their foods are excellent.,ui_bubble_rating bubble_50
1668957315-269,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Nice experience breakfast in yr garden cafe. I enjoyed moy b'fast wz all delicious food and nice environment. Thanks to yr Restaurant Manager who assisted us.. I field welcome by yr garden cafe staff especially Ms Jalita as she full of hospitality as she served us patiently. Thanks also to yr Houskeeping staff name Ashok or kishor (not sure his name) fr assisted me wz extra bed and the room attended who came to my room and did some cleaning after some of maintenance work after a/c leaking very badly in closet. Even I came and c/in using staff rate my family to enjoy our holiday as we also celebrate my daughter b'day as she turn to 14. I hv taken 2 rooms, at first upon c/in my mood has turn a bit down after some incident and managed to cool down by yr room attendant staff ashok.. Credit to yr Room Attendant H/K and Cafe Garden staff.. 
Thank you to the hotel Management as allowing staff with the best rate quoted to us.. 
Upon c/in I have yr EAM Mr Jagen.. Thank to him as he welcome my family to yr Resort..  Thanks to yr entire pool staff who also given us a warm welcome.. Great staff.
Nice and awesome facilities 👍👍👍👍",ui_bubble_rating bubble_40
1668957315-270,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Stayed during Malaysia’s MCO, so very little people during weekdays, staffs were very attentive especially at the pool area. Rooms are dated, could use some refurbishment. Buffet breakfast spread is good, due to Covid SOP during this period, the staffs have to serve/scoop the food for you",ui_bubble_rating bubble_50
1668957315-271,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Booked golden sands resort over the weekend with my family. Upon arrival it shocked me that the service was so bad. There was hardly any parking available. Walked with family to the reception and was spoken to so rudely. The front desk staff was not helpful at all. Had no smile (even with face mask I can tell) and was not cheerful. Not friendly. Very proud and Did not make me feel welcomed in any way. Was told by someone I believe was a manager hotel is overbooked and I had to stay at rasa sayang which was beside golden sands. He too was not helpful in any way. I and family walked thru the carpark to rasa sayang and thankfully the staff there made my day. So welcoming and cheerful. Check in was fast. All went well. Will never book golden sands again but will stay at rasa sayang in the future. Sad to see such big difference in service but same shangri-la branding.,ui_bubble_rating bubble_10
1668957315-272,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"This was my 3rd visit to Golden Sands Penang. Overall experience was ok but few comments :

1. Apparently they had replaced the shower screen with a glass panel ( as per attached photo) which make it abit dangerous if to go in to the bathtub. I nearly fell down to the bathtub and my knee got hurt:(( 
Elderly and kids have to extra cautious. 

2. I am very particular when comes to toilet tiles especially a 5 stars like GSR. Those stained tiles grout at the toilet are not pleasant to me. 

3. Someone from the house keeping didn't put the mask properly when we walk out from the room. He was talking on the walkie talkie / phone, salive does matter during covid 19 right?

Front desk and garden cafe team were friendly and helpful as always. Security guard on duty was well trained too!",ui_bubble_rating bubble_40
1668957315-273,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"A nice stay, however catered more for families with children I believe. Friendly and helpful staff, good room facilities and decor. A helpful thing is that the hotel runs a regular shuttle service to another sister hotel & the town centre.",ui_bubble_rating bubble_40
1668957315-274,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Family friendly hotel, with great pool for kids and adult, great breakfast, great room aminities, great service from staff the guy who serve me is very good look+ good smell that i really like it.  💚💚💙💙 Definetly will back again very soon.",ui_bubble_rating bubble_50
1668957315-275,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"The hotel was super crowded and even though the staff said check in time is at 3pm, I didn’t get my room keys until 4.30pm. Worst of all, I only got the keys to one room and the staff said she’ll deliver the keys for my second room later. Did they really expect me to wait in my room for the keys? 
I had to go to the reception again to ask for my keys and only gotten them at 6.30pm. The messy check in process absolutely ruined my itinerary. They gave me late check out for only the second room since I got the keys late but seriously? I didn’t need it cuz I was leaving before noon. What I needed was a smooth check in. 

Room wise, it was clean and good. Breakfast was not too bad. The pool was crowded.",ui_bubble_rating bubble_30
1668957315-276,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"The hotel is not giving a very good first impression with the far parking, crowded hotel lobby and not very friendly FO staff. The rooms also is not in the par of 5 star hotels, i’ve stay in 4 star hotel with better room. But all is getting better for the following night with the friendly HK and F&B staff. B’fast meal is not variety but the staff is really good. Married couple with no kids like me, i would prefer Lone Pine or Hard Rock. But if you have a small kids, this will be heaven for them with the big pools and water slide. But for overall, i like this hotel.",ui_bubble_rating bubble_50
1668957315-277,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Wanted to stay here over the weekend with my husband for some quality time. Sadly had to wait so long for check in. Staff were not friendly and helpful. Car park was a disaster. Had to walk so far to the hotel lobby. We waited so long till my husband got fed up we left. Ended up spending our weekend in taiping. Sad for a 4 star rated hotel. They should be more efficient in check ins. Receptionist and concierge should be more helpful and try to smile sincerely. Even with masks on we can see they made no effort. Instead looked fed up. Maybe because many customers. But that's not our problem no? My husband and I will never come to this hotel ever again.,ui_bubble_rating bubble_10
1668957315-278,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"My school mates wanted to have a reunion to catch up old times. Some of us have not met for more then 23 years. When they finally settled the location to be Penang, the only hotel that came into my mind based on my own personal experience was Golden Sands...
My reservation and booking was handled perfectly by Ms Kalpana... I have been making reservations with her for the last 5 years and everything was great as usual. Thank you Kalpana for having the patience to go through my request as due to the current covid situation we had to ensure all the SOP's are properly followed.
Check in was smooth even though the hotel was running full... Excellent service my Ms Ayu and Ms Hazwanie... as i had booked 4 rooms everything was in perfect condition.. The rooms were all great... My friends were very impressed..
We also spent a lot of time on the hotel grounds and the pool and everything was great esp with all the SOP in place...
Christoph the hotel Manager greeted us when we were chilling in the grounds and immediately you can notice his warmth and courteousness....
Breakfast was great too and also that adhered to all the SOP's.... Ahmad Rafiq and another person whom i cant recall the name( a middle aged Indian Man ) was great in arranging the tables and etc
What i can say is the staff at Golden Sands is one of the reasons why i keep coming back here... You can feel their friendliness all across the hotel...
All i can say thank you for a wonderful 2 nights and keep up the great work!!!",ui_bubble_rating bubble_50
1668957315-279,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Very pleased with how the staff and management handle hectic moments. The hotel was fully booked for the past few days but crowds were managed in an efficient way during check-ins and breakfast time. In general, staff are helpful and friendly which really made the stay pleasant.  A special thank you to *Hazwany* for solving a problem encountered during check-in and obliging to our request(something which could be done as we booked directly through the hotel website) The hotel is beautiful with rooms and grounds well maintained.",ui_bubble_rating bubble_50
1668957315-280,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Im glad that we chose the right hotel for my kids (and us). We enjoyed the pools and beach to the max, even the slides. Kidszone is a must (tho you have to pay RM22 for inhouse guest) but its worth the 2 hours!
Facilities are good. its great to see that the resort emphasize on the SOP everywhere and everyone adhere to it! beach are clean and thank god for the reflexology massage that are available. 
breakfast selection should be variety nevertheless still acceptable.
Check in and check out were smooth. Than you for the self care pack to every guest, nice gesture!

Thank you for having  promo at this moment of time so at least we as Msian could support/generate our tourism industry and the economy back!",ui_bubble_rating bubble_50
